Timestamp,Metric_1,Metric_2,Metric_3,Metric_4,Metric_5,Metric_6,Metric_7,Metric_8,Metric_9,Metric_10
2023/1/1 0:00,0.341779033,0.063822984,0.266429726,0.07067882,-0.153325032,0.037604674,-0.177968213,-0.015686112,-0.14829034,-0.247599987
2023/1/1 0:15,0.372849508,0.406997342,0.466810164,0.731837797,0.336917779,0.548133554,0.913087928,-5.73247045,0.35241997,0.29089788
2023/1/1 0:30,0.820620632,0.884481549,0.899682378,1.604814733,0.594979741,1.3756569,1.258822922,0.581701747,1.143492679,0.328925745
2023/1/1 0:45,0.894615736,1.66343697,1.281543642,1.696479536,0.850619361,1.683575864,1.497214867,1.308863331,0.973615059,0.739321261
2023/1/1 1:00,1.47684056,1.622225417,5.886690096,2.778438745,1.627467993,1.840809442,1.796744715,1.209437032,1.416855724,0.710701524
2023/1/1 1:15,9.330282852,1.913673757,1.689439815,2.317168439,6.461287462,1.723692344,2.378807561,1.445201896,2.095363651,1.082034469
2023/1/1 1:30,1.072054352,1.987685231,1.182718701,2.315315364,1.992826041,1.446987492,2.609820005,1.692902842,2.124647893,1.2307124
2023/1/1 1:45,1.324339497,1.426818329,1.256808809,2.784094572,2.369247409,1.037054656,2.953998381,1.469372296,1.925968874,1.288356034
2023/1/1 2:00,1.328791817,1.484254795,0.861746754,2.451851598,1.996325021,0.463709542,8.117695538,1.042552333,2.266151516,1.453139917
2023/1/1 2:15,0.84854335,0.937076166,0.888965011,1.198424885,2.394762001,-0.371753797,2.500455542,0.980287367,2.670631559,1.953374294
2023/1/1 2:30,0.560598717,0.421152735,4.833538251,0.925226837,2.486192784,-1.185500023,2.42211202,0.098240176,2.120028326,2.032103666
2023/1/1 2:45,-0.066056773,0.482439295,0.477616543,0.434705603,2.353969382,-1.668393789,2.068264912,-0.37412925,1.581618384,1.916805172
2023/1/1 3:00,-0.195605396,-0.490402296,-0.093414801,-0.49134704,2.033612853,-1.663978331,-2.843970862,-0.123987245,1.668333138,2.064779107
2023/1/1 3:15,-0.628021719,-0.627128973,-0.75285369,-1.209547759,2.411292173,-1.774543074,1.203885271,-0.654565292,0.918616415,2.236910872
2023/1/1 3:30,-0.933157872,-1.21245647,-5.962191692,-6.059457803,2.489416768,-1.580680637,0.700366056,-1.103641821,-3.34855014,2.353282292
2023/1/1 3:45,-1.506596438,-1.597426452,-1.23994694,-2.468397454,1.979890936,-1.089861075,0.246227851,-1.635035971,0.485685436,1.98426085
2023/1/1 4:00,-1.60364467,-1.82166098,-1.853697895,-2.769241488,1.66219599,-0.287920214,-0.313083828,-1.63866897,-0.022575447,1.65181603
2023/1/1 4:15,-1.516486958,-1.597704957,-1.097928125,-2.638888502,1.477282466,0.406429246,-0.93730966,-2.557541746,-0.244270603,2.240380059
2023/1/1 4:30,-1.160331004,-1.679974376,-1.222493821,-2.977238321,1.24462655,1.138007845,-1.56528966,-1.281746869,4.036422654,2.05233472
2023/1/1 4:45,-1.754835724,-1.494325652,-1.279495357,-2.730802849,0.73129503,1.586014363,-1.82211398,-1.220183053,-1.319227702,1.802086278
2023/1/1 5:00,-1.179311262,-1.301194762,-0.817348712,-1.970732519,0.207157582,1.961871695,-2.653961807,-0.562946804,-1.584171232,1.84814266
2023/1/1 5:15,-0.82912902,-0.68612904,-1.057671592,-1.062797254,0.150705015,1.908927008,-2.48823032,-0.407553339,-1.741455045,1.461932552
2023/1/1 5:30,-0.328149955,-0.447615461,-0.104247841,-0.627315587,-0.379779343,1.894583916,-2.935567223,0.080077444,-1.931397052,1.26012734
2023/1/1 5:45,0.323589265,0.395369275,0.102921886,-2.451608288,-0.582344698,1.032991684,-2.372693122,0.336493739,-2.318974106,1.008942893
2023/1/1 6:00,0.532454219,0.75400345,0.598028176,0.625015929,-0.95195455,1.556328626,-2.903939694,1.047371436,-2.019384364,1.519666574
2023/1/1 6:15,1.037567979,1.371200558,0.919507457,1.473039365,-1.070011795,0.106276855,-1.984530752,1.170466726,-2.435431868,0.883678459
2023/1/1 6:30,1.159081846,1.271450694,1.19235762,2.057234334,-1.37255929,-0.965240037,-2.046239875,1.321445162,-2.048893917,1.36162647
2023/1/1 6:45,1.375889964,1.654821582,1.26268541,2.243446481,-1.712888365,-3.225850797,-1.331844919,1.622291547,-2.016074112,0.519887692
2023/1/1 7:00,1.430034008,1.825247628,1.810541106,2.833298338,8.741652655,-1.931161345,-1.368963046,1.217171644,-1.776480828,0.434070094
2023/1/1 7:15,1.511485376,2.0146725,1.727043547,2.615845429,-2.103215602,-1.503166636,-0.746093374,1.466893435,-1.659441583,-0.227046679
2023/1/1 7:30,1.306116331,1.654956332,0.967843253,2.71791307,-2.204553159,-1.421328882,-0.086777107,0.851457196,-1.491195788,-0.154935765
2023/1/1 7:45,0.612488423,1.237605748,0.995865826,2.117677872,-2.714393584,-1.364445293,0.414290038,0.449052997,-0.824842727,-0.181340718
2023/1/1 8:00,9.87191472,1.085858676,0.584902278,1.618412302,-2.326683151,-7.879648282,1.048966063,0.182684215,-0.281971079,-0.287105855
2023/1/1 8:15,0.305568642,0.192520423,0.742755531,0.870619411,-2.019686917,-0.098090636,10.38504555,0.14417235,0.028689625,-1.132676949
2023/1/1 8:30,-0.44601707,0.24297805,-0.139889633,0.092444346,-2.50959351,0.765040667,1.882720149,-0.66050076,0.564297173,-1.065004975
2023/1/1 8:45,-0.644741931,-0.658746217,-0.568509734,-0.151368343,-2.407226635,-0.255444038,2.40558418,-1.016225837,0.758882885,-0.692652173
2023/1/1 9:00,-5.645250502,-0.73501255,-0.876334787,-1.496077967,-2.267069924,1.707134544,2.303951771,-1.443706825,1.21033059,-1.271760095
2023/1/1 9:15,-1.215317458,-1.381445251,-1.149525165,-1.703750258,-1.830794772,1.635147236,2.536434414,-1.333659885,1.777483822,-1.727902432
2023/1/1 9:30,-1.315722984,-1.756063165,-1.200642299,-2.736674825,-1.560121231,1.428372484,2.50376185,-1.712847549,2.158188469,1.995896032
2023/1/1 9:45,-1.32254864,-1.982672302,-1.517646098,-2.765282434,-1.482124584,1.410457476,2.52121883,-1.239408114,2.095570414,-1.672628167
2023/1/1 10:00,-1.153455395,-1.748711683,-1.591129063,-3.040968459,-0.858817068,1.31768471,2.480561579,-1.284127056,2.519487445,-1.87069238
2023/1/1 10:15,-1.213944185,-1.66990399,-1.290485386,-2.507413943,-0.890746232,0.302674822,2.168308239,-1.155241464,2.504479681,-1.745201191
2023/1/1 10:30,-0.919747843,-1.615771397,-0.691721143,-2.773223032,-0.606767319,-0.687526281,1.543361678,-0.963924145,2.35117554,-1.856167069
2023/1/1 10:45,-2.534261909,-1.067292621,-0.878492857,-1.671838286,1.079543802,-1.170821169,1.364324032,-0.130529362,2.187613329,-1.705269185
2023/1/1 11:00,-0.467490486,-0.472715885,-0.499543622,-1.118769904,0.116511236,-1.395204817,0.617095176,0.39370455,1.904012715,-1.902164363
2023/1/1 11:15,0.098990937,-0.617861106,0.261744621,-0.286235054,0.635584171,-1.7486782,0.581294033,0.493633861,1.900648866,-2.103932688
2023/1/1 11:30,0.850290499,0.145653938,0.549138979,0.469425605,0.773135069,-6.028291806,-0.07606139,0.805074493,1.245660139,-2.01126791
2023/1/1 11:45,1.225609542,0.57070848,0.803514361,0.978140724,1.078156274,-1.445723125,-0.92140669,1.089602849,0.699968498,-2.242056475
2023/1/1 12:00,6.776992245,0.774918356,0.822954409,4.108837286,1.644806064,-0.867352921,-1.2568716,4.721696349,0.56622167,-1.811728917
2023/1/1 12:15,1.46707863,1.298739887,1.276194784,2.476003186,1.69473528,-0.255875452,-1.688179887,4.144129516,-0.101840115,-2.134235863
2023/1/1 12:30,1.446058478,1.459310819,1.267585813,3.129489408,1.86501758,0.002863511,-2.340612205,1.375690398,-0.499920157,-1.833111472
2023/1/1 12:45,1.611157041,1.905482305,-4.958817115,2.926749996,2.232656635,1.052005897,-2.657471332,1.318476412,-0.978116232,-1.828472466
2023/1/1 13:00,1.240903977,1.797605847,1.36491099,-1.389977727,2.353869424,1.325891542,-2.279094145,1.053617601,-0.955610538,-1.461538516
2023/1/1 13:15,1.052916344,1.580045989,1.15606442,2.596832799,2.329851087,1.867577837,-2.829827765,0.472055685,-2.116232605,-1.358083613
2023/1/1 13:30,0.827355186,1.021650695,1.200500361,2.0354155,1.864611654,1.873035236,-2.616568974,0.039965166,-1.662680132,-1.298183758
2023/1/1 13:45,0.507102987,0.853965124,0.28322392,1.574291192,2.40629588,1.235047381,-4.974174287,-0.476238553,-2.235638325,-1.321533235
2023/1/1 14:00,-0.20258427,0.332477153,-0.064089366,0.913784367,2.518061959,1.184233676,-2.269453479,-0.721179908,-2.220933447,-0.737421658
2023/1/1 14:15,-2.964427425,0.054890448,-0.614045568,0.146690817,-0.390877398,0.66361863,-1.911652104,-0.947174704,-1.977540076,-0.568266715
