Timestamp,Metric_1,Metric_2,Metric_3,Metric_4,Metric_5,Metric_6,Metric_7,Metric_8,Metric_9,Metric_10
2023/1/1 0:00,-5.785781115,0.140051314,-0.07679679,0.317385271,0.115659455,-0.176632031,-0.057844113,-0.155868555,0.079473251,-0.002714557
2023/1/1 0:15,0.467426161,0.434465026,0.745373031,0.18490406,0.407481138,-2.848451001,0.668068595,1.381563197,0.606269162,0.453920849
2023/1/1 0:30,1.232706913,0.34354666,0.65532489,0.196016949,0.843957582,0.981911561,0.933611478,7.465223192,1.425028212,0.727391764
2023/1/1 0:45,1.630966494,0.720348807,1.401528376,0.822831452,1.098861389,5.871674013,0.796890829,2.819328668,1.734500318,1.168964543
2023/1/1 1:00,1.681921143,1.100641015,1.460170406,-7.868714371,1.44756111,1.540315417,0.869821412,2.737242399,2.21680447,1.491778243
2023/1/1 1:15,1.981330992,1.261644595,1.362608187,1.837966652,1.418908918,1.896607901,0.831652719,2.019400424,1.789615217,1.79483687
2023/1/1 1:30,1.818185854,1.248427086,1.216516462,1.581023292,1.227404676,2.067187801,0.694265225,1.248067907,1.584969423,2.15065272
2023/1/1 1:45,1.305055897,1.268297337,0.804200103,1.916223552,0.471516386,2.487880491,0.163766113,0.189386055,0.816277455,2.231454723
2023/1/1 2:00,1.440773305,1.40661443,0.235407484,1.837215609,-0.010895165,2.567539811,0.356385124,-1.065871173,-0.030914223,2.419697094
2023/1/1 2:15,1.200354956,1.612926305,-0.315404828,1.689033079,-0.456320961,1.26413145,-0.489407487,-1.98315803,-0.481757432,2.713700756
2023/1/1 2:30,0.935506809,1.520841916,-0.767604067,1.384637583,-0.960164735,2.527378753,-0.459307286,-2.595349318,-1.207949,2.726065301
2023/1/1 2:45,-0.034923256,1.522612032,-0.716208982,1.052165433,-0.898179794,2.687325229,-0.847904275,-2.701105559,-1.961235241,2.545442788
2023/1/1 3:00,-0.822636865,1.498272598,-1.31767494,0.356208079,-1.474673027,2.582615433,-1.201612607,-1.822913784,-2.033131341,2.289801632
2023/1/1 3:15,-1.329755411,1.432558543,-1.108150693,-0.110882833,-1.212196069,2.28611165,-0.483818731,-1.785432538,-2.13222862,2.59963622
