Timestamp,Metric_1,Metric_2,Metric_3,Metric_4,Metric_5,Metric_6,Metric_7,Metric_8,Metric_9,Metric_10
2023/1/1 0:00,0.332211653,-0.032155486,0.217632491,0.069862742,0.084712378,0.04719166,0.150175969,0.170887334,-0.116666652,-0.016845573
2023/1/1 0:15,-0.134087863,0.550085702,0.150340799,0.221593428,0.138192035,-0.069213371,0.157993678,0.39557837,0.148797867,0.040112811
2023/1/1 0:30,0.023741257,-0.097058376,0.114946864,0.292274532,-0.128566792,3.183283592,0.118049753,-0.069764056,0.108109835,0.110515089
2023/1/1 0:45,0.112659979,0.123938251,-0.185807304,0.153881746,0.322610055,0.312583054,0.120820518,-0.388321124,0.059651799,0.029570461
2023/1/1 1:00,0.105141834,0.167468319,0.185101761,0.352427498,-0.139291366,0.611628124,0.127831259,0.177371412,2.683210267,0.324965967
2023/1/1 1:15,0.187988195,0.581206194,0.398661401,0.6252337,0.275534773,0.213903428,0.109338583,0.102571029,-0.081580198,0.780191909
2023/1/1 1:30,0.061561399,0.566071059,0.180781996,0.388484518,0.371171828,0.256039213,0.003125149,0.893741746,0.099536437,0.409219083
2023/1/1 1:45,0.287020822,0.522994163,0.079899028,0.592475972,0.759685519,0.195894753,0.175825808,0.45198599,0.102538577,0.487459977
2023/1/1 2:00,0.699701469,1.062338181,0.28604197,0.581119722,0.639320675,0.749903263,0.123321783,0.660976988,0.05211385,0.67250549
2023/1/1 2:15,0.600662253,0.543072106,0.40836916,0.648978787,0.802163624,0.702416035,0.097908754,1.886016938,0.566859696,0.404694991
2023/1/1 2:30,0.496164055,1.057099114,0.555438952,0.446254191,0.673764766,0.927173187,0.185290447,1.058474047,-7.866460593,0.704495027
2023/1/1 2:45,0.313109475,0.716888331,0.646950174,1.060459163,1.043346487,-8.082017239,0.25780156,0.908864693,0.032325973,1.125007298
2023/1/1 3:00,0.653368739,0.964689148,0.683547555,0.974268317,1.370359791,0.634385457,0.411622165,1.090404112,-0.030772266,1.256172007
2023/1/1 3:15,0.485152072,0.556995325,0.189635487,1.211311507,1.31986221,0.840065691,-4.921648153,1.082804286,-0.119615003,1.260502102
2023/1/1 3:30,1.099781674,1.140202639,0.940303713,0.979445642,1.353963705,0.511571913,0.508156256,0.921817219,-0.20031389,1.601484031
2023/1/1 3:45,0.182969388,0.949812823,0.701580021,1.069874831,1.024350012,-5.228735936,2.232514243,1.102666616,0.148404961,0.912640884
2023/1/1 4:00,0.84808652,1.059060684,0.510741693,1.064739877,1.074128081,0.777380345,0.407745466,3.465781207,0.572017506,1.157150038
2023/1/1 4:15,0.951041712,1.082198431,1.197775869,1.29318503,1.517519865,0.710691095,0.517307896,1.055890835,0.319193412,1.184050676
2023/1/1 4:30,0.732331146,1.68435418,0.914628663,1.294331224,0.771355661,0.852000117,0.446247692,1.403966972,0.390730721,1.591699096
2023/1/1 4:45,0.623379499,1.27537998,1.077983098,1.284888488,1.292633887,0.730495591,0.498358614,1.238672421,0.500255605,1.555161735
2023/1/1 5:00,1.378857313,1.376895106,0.817471513,1.40789176,1.688267464,1.173809815,0.554919413,0.951703372,0.611768672,1.704451855
2023/1/1 5:15,1.475636636,1.573778968,-0.917112084,1.523374071,1.718728036,1.256556395,0.165815577,1.754349672,0.290079108,1.705307088
2023/1/1 5:30,0.876238132,1.507511771,1.088970877,1.815247082,1.454096688,0.931724779,0.661198732,1.823717746,0.6669841,2.189037133
2023/1/1 5:45,1.107299193,13.72468786,1.17422521,2.234896555,1.641507037,1.146173321,0.573207946,-2.835487997,0.514013439,1.822492175
2023/1/1 6:00,1.118284868,1.465395303,1.020374696,1.912113273,2.069866196,1.313601905,0.281331097,1.73417692,0.41361582,-4.710334602
2023/1/1 6:15,1.712388113,1.935108955,1.020732052,1.474629571,1.949853366,1.363564476,0.778373472,1.919899821,0.437007654,2.158750204
2023/1/1 6:30,1.421387042,1.951454632,1.105809031,2.007216109,1.866493912,1.159501386,0.934192075,2.020206112,0.856008197,1.733040179
2023/1/1 6:45,1.158424402,2.234096337,1.359299791,2.104672591,2.297985192,1.234445396,1.049187797,1.971937003,0.566025238,2.153234656
2023/1/1 7:00,1.391601733,1.979122364,1.032357046,1.660615664,2.551048664,1.10260685,0.878846603,2.277086207,0.513160121,2.281549819
2023/1/1 7:15,1.552553938,1.862777754,1.690688327,-2.831084768,2.551000601,1.618500745,1.117354239,1.947249911,0.87097438,2.052482286
2023/1/1 7:30,1.788903796,3.661452838,1.534610589,1.594686598,2.07645881,1.833587583,0.908122148,2.122097565,5.852653524,2.769530346
2023/1/1 7:45,1.196298584,2.318039764,1.584788461,1.330142749,2.32505416,1.144357946,0.80761819,2.204104015,0.945371285,2.411843611
2023/1/1 8:00,1.308185979,1.963512074,-0.486824528,2.392015811,2.704766613,1.690289107,0.960633259,2.330341617,0.900300461,2.459008374
